Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
13276,5849784,90300,77300,1950,1,100,126,136.8,5.2,1.2,7684.7,99.41,,,,,6.088818092,8.946986618,4.599252712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7377,4398442,52000,52000,1926,1,100,95.4,102,4.7,0.9,,,40.835496,-73.887745,3,161,5.384036242,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9479,4665374,104700,105000,1954,1,100,40.4,40,3.8,0.3,,,40.663206,-73.949469,9,329,5.017279837,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14774,3393340,129333,129333,1992,1,100,157.1,163.1,16.9,1.1,,,40.622968,-74.078742,1,27,6.510853402,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3286,2704325,109896,116041,1927,1,100,62.3,68.2,3.5,0,3493.9,28.65,40.782421,-73.972622,7,165,6.1235887,8.15877387,3.355153443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,2430725,182655,234219,1929,1,90,52.9,52.2,9.7,0.2,1164,4.8,40.725136,-74.004438,2,37,5.516649361,7.059617628,1.568615918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10846,5737475,65400,76300,1942,1,100,66.8,69.9,3,0.6,5122.7,67.14,40.637833,-73.973045,12,490,5.426270731,8.541436923,4.206779992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,2670505,113150,110150,1938,1,100,78.4,,5.7,,3384.9,30.73,40.776035,-73.964418,8,142,6.067035734,8.127079643,3.425239376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12974,2964670,137700,172590,1959,1,100,63,,3.4,0.5,7242,41.96,,,,,6.170447203,8.88765269,3.736716784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13244,4414693,63693,64520,1941,1,100,97.8,103.9,4.3,0.8,5605.4,86.88,,,,,5.68085497,8.631485698,4.464527856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,2669664,82644,83647,1922,1,100,55.4,59.4,4.5,0,,,40.76251,-73.970085,5,11203,1.335001067,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8336,2809354,51317,51317,1925,1,100,118.7,123.9,3.6,1.1,,,40.849372,-73.832075,10,26601,5.66296048,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10679,2798138,84000,84000,1939,1,100,94.7,101,3.7,0.9,,,40.640791,-73.962404,14,514,5.90153984,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,2969427,66832,66832,1989,1,100,101,101.8,4.4,0.9,4832.6,72.31,40.863602,-73.869382,11,33202,5.721949779,8.483139904,4.280962432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,3119482,66577,66577,1936,1,100,75,,10.8,0.1,961,14.43,40.751553,-73.984152,5,84,5.169346985,6.867974409,2.669309373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11047,4399604,118800,136620,1917,1,100,49.8,53.1,2,0.5,,,40.631824,-74.029345,10,66,5.741399338,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7507,4926034,52030,52030,1924,1,100,101.2,110.2,5.2,0.1,,,40.844819,-73.878502,6,361,5.741720314,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11576,5793833,51800,51800,1964,1,100,88.3,92.7,4.5,0.8,2616.7,50.52,40.586363,-73.966233,13,37401,5.300315369,7.869669261,3.922369297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,5864824,84772,63834,1911,1,100,95.8,100.2,13.4,0.5,1560.4,24.44,40.744802,-73.995114,4,91,5.135798437,7.352697478,3.196221134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8580,4043138,51180,59710,1940,1,100,104.2,112.2,4.1,0,,,40.891873,-73.860168,12,420,5.976350909,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,2637906,60000,60000,1961,1,100,76.3,80.4,6.9,0.6,2093.3,34.89,40.73469,-74.009371,2,75,5.108366783,7.646497047,3.552200255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768,4038898,81133,85247,1928,1,100,56.9,,5.5,,2564.5,30.08,40.787718,-73.95534,8,16001,5.148075703,7.849518807,3.403860499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7490,2681757,125075,104175,1975,1,100,87.7,90.4,14.2,0.4,,,40.853773,-73.881558,6,393,5.412984442,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,2637882,104238,104238,1924,1,100,59.1,,,0.5,2925.1,28.06,40.782227,-73.976157,7,165,5.529032183,7.981083947,3.334345075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,4046341,186000,180000,1968,1,100,9.4,9.4,1.1,0.1,335.9,1.87,40.809593,-73.907346,1,31,3.958906591,5.816813497,0.625938431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,5864820,97798,99754,1909,1,100,93.8,97.1,10.8,0.1,,,40.708763,-74.007243,1,1502,3.210843653,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,4407989,200000,210000,1953,1,100,78.4,86,6,,11535,54.93,40.747243,-73.981208,6,72,6.809701339,9.353141171,4.006059647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6635,3512806,57240,68688,1922,1,100,70.8,77.1,3.8,0.6,4232.5,61.62,40.834211,-73.919602,4,197,5.349485653,8.350548114,4.120986493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,3127349,60000,65000,1925,1,100,98.2,101.8,5.1,0.5,4897.3,69.96,40.84241,-73.938743,12,253,5.84932478,8.496439312,4.24792365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4512,4945824,160311,173670,1963,1,100,105.5,102.9,5.3,0,,,40.766497,-73.958878,8,126,3.039749159,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,5764710,66000,66000,1950,1,100,72.9,77.4,3.4,0.7,,,40.824825,-73.879239,9,5001,5.361761539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,2827111,56614,59445,1930,1,100,35.7,35.7,5.6,0.2,567.2,9.54,40.725097,-74.009261,2,37,3.96081317,6.340711975,2.255493485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5438,2803464,67536,75000,1991,1,100,78.7,82.6,7.4,0.6,4318.7,57.58,40.804041,-73.963095,9,199,5.348059458,8.37070971,4.053175285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,2638900,64058,64058,1925,1,100,76,75.5,5.8,0.6,1942.7,30.33,40.777194,-73.95985,8,142,5.244389025,7.571834037,3.412137322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7561,4028288,81450,85000,1936,1,100,116.1,123.7,6.2,0,,,40.856445,-73.90055,5,23704,6.383337702,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,5859374,192471,221000,1920,1,80,37.4,39,6.9,0.2,3750,16.97,40.724373,-73.999867,2,49,5.081404365,8.229511119,2.831447079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,2637481,389438,326305,1939,1,95,104.9,107.5,16,,,,40.75753,-73.977946,5,96,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478,2730462,188760,188760,1974,1,100,191.3,195.9,9.9,1.6,16788.1,88.94,40.859846,-73.830281,11,310,7.365180126,9.728425581,4.487961985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7780,2815193,64368,64368,1928,1,100,86.1,96.7,4.5,0.5,,,40.872517,-73.903252,8,273,5.591360045,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6295,4406122,60165,60157,1926,1,100,153,152.1,7.2,0.1,,,40.863682,-73.920962,12,293,6.341769244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12647,2798184,79012,79120,1951,1,100,88.4,87.9,3.4,0.8,5647.9,71.38,,,,,5.772686453,8.639039074,4.268017718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6640,5857994,181700,181700,1929,1,100,60.8,,4,0,,,40.835299,-73.916948,4,197,6.422109954,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6398,3122828,145936,145936,1910,1,100,110.1,110.1,4.7,0.9,76437.4,523.77,40.808626,-73.921771,1,25,6.590301048,11.24422738,6.261052657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,5985966,55411,55411,2014,1,100,104.1,,19.1,,,,40.746413,-73.991382,5,95,4.76046307,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,5835847,173915,173915,2009,1,100,52,54.5,6.9,0.3,,,40.765587,-73.98808,4,133,5.575570244,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,4776067,131817,131817,1920,1,95,48.5,,,,,,40.717744,-74.003297,1,33,4.633757643,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,2607418,675986,786069,1962,1,100,123.7,120.4,13.3,,19146.5,24.36,40.743478,-73.98607,5,56,,9.85987521,3.192942443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,3204896,115223,103846,1963,1,100,92.2,98.7,4.2,0,,,,,,,6.501139509,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14407,4945797,185016,215852,1953,2,100,79.2,83.5,5,0.7,7930.8,36.74,,,,,6.562020275,8.978509192,3.60386608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9399,3538132,155586,155586,1937,1,100,63.7,68.5,3.1,0.6,7843,50.41,40.675098,-73.94787,8,315,6.086320078,8.967376693,3.920189568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,3094711,57122,62834,1926,1,100,85,90.1,9.2,0.6,,,40.660528,-73.960644,9,79802,5.190732156,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2663781,71151,75767,1928,1,100,96.7,102.7,5.4,0.1,2989.2,38.19,40.739279,-73.986291,6,68,6.081533744,8.002761072,3.642573701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,3351449,1800000,1825000,1985,1,100,139.9,139.9,21,0.7,100317,54.97,40.758267,-73.985468,5,119,8.797775117,11.51609045,4.006787582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,3433036,64885,71373,1927,1,100,84.8,91.1,5,0.7,9658.8,135.33,40.817599,-73.941227,10,230,5.544395889,9.175624696,4.90771624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12921,5860947,151960,146343,1961,1,100,75.1,78.1,10,0.4,,,,,,,5.842964539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,5832850,192000,224000,1951,1,100,47.8,51.9,3.3,0.4,5226.6,23.33,40.794364,-73.973874,7,183,6.06610809,8.56151625,3.149740086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,2617519,112898,106852,1961,1,100,128.6,127.1,10.8,0,9092.7,85.1,40.732592,-73.983417,6,48,2.63905733,9.115227173,4.443827036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2327,2636846,62000,60958,1917,1,100,68.8,71.9,13,,1818.5,29.83,40.750013,-73.982369,5,82,4.653007515,7.505767264,3.395514599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10766,4917435,88400,65400,2007,1,100,64.3,,,,,,40.641735,-73.986599,12,226,4.53044664,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,2805329,57195,57195,1920,1,100,84.1,83.7,3.8,0.7,2462.1,43.05,40.842052,-73.940189,12,253,5.372496765,7.808769923,3.762362231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,1472861,2438059,2692740,1970,1,85,91.2,90.3,12.4,,51522.5,18.15,40.761522,-73.983994,5,131,,10.84977388,2.898670561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6494,5734160,50411,50411,2008,1,100,63.1,,2.3,,5575.5,110.6,40.828818,-73.908269,3,185,4.993828176,8.626137278,4.705920089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6141,4406110,51348,51348,1937,1,100,121.9,121.9,3.5,1.1,,,40.86338,-73.929509,12,287,5.704115752,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,4951944,151686,55880,1988,1,100,118.7,123.8,12.4,0.8,2750.6,49.22,40.744872,-73.980054,6,72,5.395444077,7.919574349,3.896300045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,2806367,387094,361638,1977,1,100,87.3,,6.7,0.7,18084.9,46.72,40.751583,-73.970383,6,90,7.184098307,9.802832615,3.844172339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,4926023,68870,68870,1923,1,100,110,115.5,5.6,1,5670.2,82.33,40.85397,-73.914792,5,24501,5.799092654,8.642979669,4.410735561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,3116986,90273,90500,1930,1,100,76.2,80.9,3.9,0.6,4142.7,45.78,,,,,5.724891438,8.329103028,3.823847315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,4401394,78646,74646,1911,1,100,162.4,170,11.4,0.4,7241.9,92.08,40.740393,-73.988947,5,56,6.471263792,8.887638882,4.522657764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2657973,53449,53400,1925,1,100,73.4,80.3,5.7,,,,40.749918,-73.995886,4,97,5.370638028,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,2900365,113284,118948,1908,1,100,100.3,108.2,8.1,0,1817.2,15.28,40.740649,-73.991408,5,58,6.456769656,7.505052134,2.726544784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380,4370740,80500,80500,1928,1,100,76.4,83.3,3.8,0.7,5259.6,65.34,40.667289,-73.961722,9,213,5.593223284,8.567810257,4.179604406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13233,2972694,67200,67000,1960,1,100,61.5,,1,0.6,3663.3,54.68,,,,,5.364573162,8.20611966,4.001498012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2679444,251500,272140,1963,1,100,94.7,100.3,5.6,,,,40.711383,-73.98265,3,202,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,4572340,387428,406800,1940,1,100,109.1,115.8,9.8,0.8,,,40.76731,-73.980141,5,137,7.386656705,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,2800905,68992,68992,1902,1,100,53.5,58.4,1.1,0.5,2147.5,31.13,40.786736,-73.95451,8,16001,5.204006687,7.672059654,3.438171984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,4406347,78300,78300,1931,1,100,87.3,89.3,4,0.8,,,40.834386,-73.9009,3,149,5.719983854,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13934,5871963,299456,301000,1960,2,100,62.8,65.9,4.3,0.5,,,,,,,6.642747524,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5710,4979804,55320,55320,1926,1,95,43.9,,3.9,0,4939.4,89.29,40.821625,-73.956878,9,22301,4.789988623,8.504999145,4.4918895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
