Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
13415,3535593,57880,51000,1935,1,100,25.8,25.8,7.6,,398.9,6.43,,,,,,5.988710759,1.860974538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10726,3524047,54600,54590,1941,1,100,85.6,89.2,5.7,0.7,3577.9,65.54,40.63645,-73.958165,14,51601,5.281171208,8.182531315,4.182660643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11236,3523450,60000,69000,1938,1,100,66.1,65.8,2.9,0.6,3148,45.62,40.629031,-73.967011,14,456,5.323009979,8.05452261,3.820346217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10886,3395621,83526,83526,1931,1,100,75,77.8,7.9,0.5,,,40.625894,-73.980215,12,472,5.352331955,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13891,2829951,130440,130440,1940,1,100,151.5,,0.5,,5817.3,44.6,,,,,6.987767217,8.668591516,3.797733859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,4039186,325680,294075,1962,1,100,74.9,80.5,8.8,,,,40.769172,-73.961046,8,128,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,2669937,837002,822592,2005,1,100,95.8,97.9,15.9,0,,,40.769481,-73.98088,7,145,4.894101478,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,2711191,75512,80547,1932,1,100,50.6,53.8,4.8,0,,,40.758696,-73.963864,6,108,1.686398954,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5228,4947553,106596,106596,1896,1,95,45.2,47.9,6,0,,,40.80832,-73.936662,11,206,5.244389025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14159,5833359,300145,281079,1966,2,100,147.7,143.2,4.7,1.2,,,,,,,7.588222406,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14518,3095969,51300,51300,1972,1,100,39.3,,,,,,,,,,3.966511191,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11891,3530206,50400,50400,1929,1,100,72.3,76.7,2.6,0.7,2486.5,49.34,40.576785,-73.962267,13,36002,5.133442723,7.818631378,3.898735111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11793,5533749,149520,149520,1966,1,95,70.8,73.8,4.1,0.6,13738.3,91.88,40.629747,-73.925094,18,728,6.097849538,9.527942832,4.520483378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7361,2665209,167409,158399,2006,1,100,70.9,74.4,6,0.5,,,40.828949,-73.891897,3,125,6.103899976,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5082,2669798,153064,162631,1917,1,100,62.6,62.2,4.1,0.5,,,40.789156,-73.954433,11,168,6.030925616,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13412,2817302,616738,419528,1960,1,100,67.2,,6,0.5,,,,,,,7.110124531,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12747,3122352,111500,145114,1970,1,100,62.5,64.6,3.5,0.5,,,,,,,5.976350909,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10180,4043975,95000,97850,2011,1,100,58.9,63,5.5,0.4,,,,,,,5.341376856,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11792,5531578,149520,149520,1966,1,95,27,26.9,4.6,0.1,7950.8,53.18,40.629909,-73.925133,18,728,4.436751534,8.981027832,3.973682386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,2677047,137635,120000,1970,1,100,82.3,86.3,6.5,0.6,,,40.790325,-73.967516,7,177,5.942799375,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,3114463,309449,236789,2008,1,100,103.2,105.2,14.2,0.6,15150.1,49.74,40.781344,-73.980075,7,163,6.77958094,9.625762412,3.906809438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11983,2933448,74560,89472,1976,1,100,103.9,106.6,8,0.8,6716.8,75.07,40.58409,-73.933173,15,622,5.878015855,8.81236713,4.318421012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12945,2669105,114600,114590,1946,1,100,77.7,83.2,4,0.7,5458.5,47.63,,,,,5.95298356,8.604929306,3.863462815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11513,2587818,139712,195001,1965,1,100,71.4,74.2,12.4,0.3,,,40.578674,-74.000299,13,330,5.776723099,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8963,4954513,173000,167532,2010,1,95,99.2,100.3,18.6,0.4,9640.9,57.55,40.691454,-73.984386,2,15,5.735281142,9.173769744,4.052654135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,2931286,65972,55464,1920,1,100,73.1,,,,1379.5,18.17,40.723783,-74.001436,2,49,5.032396786,7.229476394,2.899771882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,2712465,285213,311340,1914,1,100,70.7,75,13.5,0,3267.5,9.8,40.736963,-73.988713,5,50,6.426650257,8.091780445,2.282382386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11739,4881365,114120,114120,1954,1,100,95,99.8,2.8,0.9,,,40.629968,-73.946313,14,774,6.249202743,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,4407828,324212,340423,1983,1,100,64.6,66,11.8,,,,40.761131,-73.965599,6,108,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,2659192,136189,135739,1925,1,100,58.2,,6.1,0.4,6090.4,44.87,40.77696,-73.977748,7,157,5.575570244,8.71446904,3.80376942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,4367209,61246,61246,1938,1,100,149.5,149.2,3.7,0,1831.2,29.9,40.851034,-73.928275,12,267,6.422922235,7.512726769,3.39785848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,2669890,183919,194808,1923,1,100,55.2,57.3,5.7,0,3907.8,19.83,40.765636,-73.967824,8,122,6.244361057,8.270729835,2.987195943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9544,3072410,127950,127950,1926,1,100,78.2,80.8,4.8,0.6,12466.1,97.43,40.665347,-73.933809,9,355,6.062621741,9.430768239,4.579134171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10172,2682000,129000,129000,1977,1,100,47.9,49.8,14.6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,4921989,117150,119493,1929,1,100,72.1,77.9,5.8,0.6,3075.2,25.74,40.773348,-73.978063,7,153,5.79818315,8.031125219,3.248046202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14613,2771518,78600,78600,1964,1,100,96.1,,4.8,0.8,46363.5,589.87,,,,,5.80874291,10.74426779,6.379902174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8822,2740440,110000,121500,1965,1,100,79.8,86.2,4.3,0,,,40.901943,-73.899617,8,345,6.367844074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12835,4948342,141954,142954,1962,1,100,77.7,82.7,4.1,0.7,7743.1,54.16,,,,,6.172326706,8.954557403,3.991942629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,2796992,62400,68515,1927,1,100,96.7,102.8,7.6,0.7,,,40.692909,-73.99357,2,7,5.578597109,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,5093546,133945,101658,1929,1,100,81.1,80.6,6.8,0.6,4018.5,39.53,40.789792,-73.966491,7,177,5.738505911,8.298663978,3.677059877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683,2965595,125348,125000,1999,1,100,93.6,98.1,12.1,0.6,12293,98.34,,,,,5.846149716,9.416785274,4.588430862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8764,3522999,76677,88178,1923,1,100,60,59.7,2.3,0.5,4410.5,50.02,40.887795,-73.90358,8,285,5.491413997,8.391743341,3.912422925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,4413235,89531,94008,1928,1,100,70.3,75.7,4.4,0.6,2277.8,24.23,40.726416,-73.980222,3,28,5.613128106,7.730965344,3.187591535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8684,4479636,72280,72245,1928,1,100,80.8,82.1,3.6,0,4284.2,59.3,40.880053,-73.905121,8,289,5.893300298,8.362689116,4.082609306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,2649706,817317,409200,1960,1,100,83,,,,,,40.746043,-73.998333,4,93,7.603100043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,2638809,135463,145497,1920,1,100,65.2,,,,5317.9,36.55,40.795352,-73.973126,7,183,6.322026495,8.578833768,3.598681186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7274,4926046,171000,171000,1930,1,100,185.8,202.1,4.5,1,,,40.846549,-73.923725,5,20501,7.521751021,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9870,5836803,59982,59982,1900,1,100,18.6,18.6,5.5,0,1346.5,22.45,40.720896,-73.959696,1,557,,7.205263912,3.111290614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13092,4042578,230000,329280,1939,10,100,92,98,3.1,0.9,,,,,,,7.259116128,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,4038873,140076,165936,1913,1,100,55.6,60.2,4,0.5,4108.8,24.76,40.787045,-73.979196,7,171,5.904271335,8.320886294,3.209229448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13609,2814626,72000,79056,1967,1,100,97.6,104.2,3.5,0.9,,,,,,,5.884435974,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8744,2669053,67987,67987,1970,1,100,84,90.2,4,0.8,3093.1,45.5,40.883355,-73.90793,8,285,5.527840525,8.036929103,3.817712326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13524,2814689,57834,56000,1993,1,100,28.5,29.4,6.4,0.1,794.4,14.19,,,,,2.944438979,6.677587113,2.652537491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,2721694,100750,102304,1915,1,100,52.8,55.1,11.2,,1175.9,11.49,40.716965,-74.00759,1,33,,7.069789091,2.441477092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,2704799,202586,202927,1895,1,100,35.7,37.6,3.7,0.3,13571,61.25,40.783306,-73.980356,7,167,5.59731023,9.515690442,4.114963849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,4408762,88200,92610,1940,1,100,5.8,5.8,,0.1,,,40.883477,-73.879512,7,431,3.349904087,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9053,4587935,296555,249000,1953,1,65,145.4,,0.7,,11734.4,47.13,40.694015,-73.991472,2,9,7.546340672,9.370279978,3.852909741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14566,3127319,208952,157400,1999,1,100,64,65.4,15.3,0.1,0,0,,,,,4.845760651,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,4995673,76116,88694,2002,1,100,86.4,,12,0.1,2183.2,24.62,40.752612,-73.982827,5,84,5.622572419,7.688546969,3.203559121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13995,4390608,132300,134300,1940,1,100,94.2,93.6,5.1,0,,,,,,,6.618204795,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12464,3520092,58280,67022,1941,1,100,82.9,88,3.3,0.8,,,,,,,5.536152467,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6608,2743978,126760,126760,1927,1,100,43.4,43.1,5.4,0.2,,,40.823653,-73.924406,4,5902,5.120386158,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,3127498,69540,69540,2005,1,100,65.5,,,,,,40.765461,-73.991235,4,135,5.198497031,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14199,2771640,112816,112816,1961,1,100,98.4,,4.6,0.9,,,,,,,6.203951518,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,2651619,96000,96000,1911,1,100,66.1,67.7,10,0.3,3714.9,38.7,40.744684,-73.993071,4,91,5.103518288,8.220107039,3.6558396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12320,5864836,563800,575076,1950,15,100,121.6,128.2,7.4,1,47659.1,82.87,,,,,7.981083947,10.77182887,4.417273115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2656267,149276,136754,1911,1,100,84.7,90.1,9.8,0.1,4412.9,28.7,40.740303,-73.988687,5,56,6.306275287,8.392287349,3.356897123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10670,2612584,153424,153414,1960,1,100,86.6,91.8,4.7,0.8,,,40.639036,-73.966844,14,526,6.352455165,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,3109800,61451,84032,1989,1,100,50.7,53.5,15.7,,,,40.71285,-73.994449,3,8,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4272,2670604,79341,78000,1938,1,100,73.8,78.1,6.4,0,,,40.775466,-73.96483,8,130,1.30833282,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14186,4940493,110538,110538,1941,1,95,76.5,80.4,3.9,0.7,8806.8,79.67,,,,,5.913773239,9.083279429,4.377893103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,2811093,172075,178208,1916,1,100,51.4,52.6,10.6,,,,40.760103,-73.983973,5,125,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14213,4414147,55722,51058,1952,1,100,126,131.6,5.6,1.1,3667.8,71.84,,,,,5.68968355,8.207347306,4.274441424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2669784,112259,122330,1908,1,100,74.7,73.5,14.9,0.2,0,0,40.744179,-73.989902,5,58,4.978800571,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,1479144,516710,561772,1983,1,100,58.1,59.7,13.8,,6582.7,11.13,40.75859,-73.968759,6,100,,8.792200275,2.409644165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,4372225,64577,75568,1900,1,90,105.3,104.6,13.7,0.1,8867.1,117.34,40.747466,-73.98621,5,76,5.733664849,9.090103077,4.765075703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,4919678,191889,172270,2003,1,100,68.5,72.8,5.7,0.5,8294.4,48.15,40.709319,-73.968497,1,547,6.104123365,9.023335867,3.874321138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11103,2809653,67488,67488,1936,1,100,84.9,89.2,3,0.8,4107.6,60.86,40.619057,-74.039897,10,5202,5.585749408,8.320594195,4.108576144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8436,4046334,66075,66075,1930,1,100,83.4,,,,4656.8,70.48,40.855504,-73.863827,11,228,5.562986665,8.446083796,4.255328982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
